$RSRFA,1688650619.869,41.5712,-71.4019,278.62,RSI,3,3,259.1,125.07,41.5699,-71.3994,8.2,15.5,100,*09
$RSRFA,1688650619.875,41.5712,-71.4019,278.62,RSI,4,4,110.2,261.03,41.5711,-71.4032,8.7,15.5,100,*08
$RSRFA,1688650624.207,41.5712,-71.4021,263.79,RSI,3,3,276.2,112.35,41.5703,-71.3991,8.2,15.5,100,*02
$RSRFA,1688650624.365,41.5712,-71.4021,263.79,RSI,4,4,91.4,250.70,41.5709,-71.4032,8.7,15.5,100,*36
$RSRFA,1688650628.559,41.5711,-71.4024,256.41,RSI,3,3,293.9,105.67,41.5704,-71.3990,8.2,15.5,100,*0E
$RSRFA,1688650637.074,41.5711,-71.4029,273.88,RSI,4,4,31.2,271.92,41.5711,-71.4032,8.7,15.5,100,*39
$RSRFA,1688650645.797,41.5710,-71.4034,269.88,RSI,3,3,374.9,105.63,41.5701,-71.3990,8.2,15.5,100,*05
$RSRFA,1688650650.039,41.5710,-71.4036,251.48,RSI,3,3,395.1,101.43,41.5703,-71.3990,8.2,15.5,100,*04
$RSRFA,1688650650.044,41.5710,-71.4036,251.48,RSI,4,4,36.8,75.07,41.5711,-71.4032,8.7,15.5,100,*0F
$RSRFA,1688650654.353,41.5709,-71.4038,250.17,RSI,3,3,412.9,98.35,41.5703,-71.3989,8.2,15.5,100,*3A
$RSRFA,1688650654.359,41.5709,-71.4038,250.17,RSI,4,4,58.3,70.05,41.5711,-71.4032,8.7,15.5,100,*0D
